Gene Start (bp)	Gene End (bp)	Chromosome Name	Associated Gene Name
5080486	5093749	20	TMEM230
32680073	32687972	1	TMEM234
202484907	202508293	2	TMEM237
20777108	21017925	18	TMEM241
157710418	157744633	6	TMEM242
157610520	157644735	HG193_PATCH	TMEM242
86825478	86849903	7	TMEM243
66386212	66423538	7	TMEM248
118401756	118417995	11	TMEM25
118401756	118417995	HG122_PATCH	TMEM25
93651296	93653434	14	TMEM251
81838402	81852313	10	TMEM254
7306294	7307456	17	TMEM256
7293046	7307416	17	TMEM256-PLSCR3
61535973	61560274	11	TMEM258
1009647	1021117	19	TMEM259
7796490	7888380	9	TMEM261
41937137	41962589	4	TMEM33
120187477	120196096	2	TMEM37
32537632	32568467	1	TMEM39B
185194284	185216845	3	TMEM41A
9302201	9336327	11	TMEM41B
14166440	14185179	3	TMEM43
100211463	100296288	3	TMEM45A
25664408	25688852	1	TMEM50A
34804792	34852318	21	TMEM50B
34804792	34861875	HSCHR21_4_CTG1_1	TMEM50B
92006024	92053292	8	TMEM55A
20925878	20929771	14	TMEM55B
54497347	54519177	1	TMEM59
43415477	43477344	15	TMEM62
44094651	44123256	6	TMEM63B
125324231	125384933	8	TMEM65
56608983	56685966	8	TMEM68
74884672	74895018	8	TMEM70
133697253	133772958	8	TMEM71
18714669	18726332	11	TMEM86A
42502730	42565861	15	TMEM87A
26646121	26655707	17	TMEM97
26646121	26655707	HG883_PATCH	TMEM97
8968841	8986558	11	TMEM9B
69068978	69101484	3	TMF1
100263462	100364030	9	TMOD1
52043758	52108565	15	TMOD2
42836478	42903043	21	TMPRSS2
43791999	43816955	21	TMPRSS3
88536073	88593664	12	TMTC3
42264338	42269099	17	TMUB2
51706880	51722759	14	TMX1
57480072	57508445	11	TMX2
66340925	66382535	18	TMX3
7957995	8000476	20	TMX4
31555632	31557434	HSCHR6_MHC_APD	TNF
31530756	31533525	HSCHR6_MHC_COX	TNF
31525488	31528257	HSCHR6_MHC_DBB	TNF
31533585	31536356	HSCHR6_MHC_QBL	TNF
31582831	31585600	HSCHR6_MHC_MANN	TNF
31533287	31536056	HSCHR6_MHC_SSTO	TNF
31619653	31622422	HSCHR6_MHC_MCF	TNF
31543344	31546113	6	TNF
26662628	26674035	17	TNFAIP1
26662628	26674035	HG883_PATCH	TNFAIP1
138188351	138204449	6	TNFAIP3
118604387	118735383	5	TNFAIP8
51348795	51397473	15	TNFAIP8L3
23047965	23082639	8	TNFRSF10A
22877646	22926692	8	TNFRSF10B
22941868	22974950	8	TNFRSF10C
22993101	23021543	8	TNFRSF10D
3068446	3072384	16	TNFRSF12A
16832849	16875432	17	TNFRSF13B
5001	38005	LRG_120	LRG_120
12058964	12061925	16	TNFRSF17
12227060	12269285	1	TNFRSF1B
47199268	47277641	6	TNFRSF21
6521211	6526255	1	TNFRSF25
12123434	12204264	1	TNFRSF8
172223298	172241297	3	TNFSF10
7452416	7464918	17	TNFSF12-TNFSF13
7461609	7464925	17	TNFSF13
117546915	117568406	9	TNFSF15
117656003	117692697	9	TNFSF8
6531010	6535931	19	TNFSF9
150409506	150473138	5	TNIP1
2743375	2758103	4	TNIP2
7283853	7293093	17	TNK1
9413424	9639856	8	TNKS
57067112	57092426	11	TNKS1BP1
93558069	93625033	10	TNKS2
175036994	175117202	1	TNN
12810008	12834825	19	TNPO2
24741016	24838953	16	TNRC6A
40440821	40731812	22	TNRC6B
47314752	47622156	7	TNS3
38632080	38657849	17	TNS4
31957379	32033845	HSCHR6_MHC_COX	TNXB
31966588	32011521	HSCHR6_MHC_QBL	TNXB
32000781	32027628	HSCHR6_MHC_SSTO	TNXB
32052787	32065237	HSCHR6_MHC_APD	TNXB
32072022	32105429	HSCHR6_MHC_MANN	TNXB
32008931	32083111	6	TNXB
31984751	32061164	HSCHR6_MHC_DBB	TNXB
32085376	32161818	HSCHR6_MHC_MCF	TNXB
45805342	45809647	1	TOE1
1295601	1330884	11	TOLLIP
52976748	53039310	17	TOM1L1
235272651	235292251	1	TOMM20
39077953	39080818	22	TOMM22
43570771	43589127	20	TOMM34
45393826	45406946	19	TOMM40
161195793	161200408	1	TOMM40L
37582643	37592639	9	TOMM5
41755400	41757636	6	TOMM6
100082275	100120242	3	TOMM70A
145654165	145669827	8	TONSL
144386554	144442149	8	TOP1MT
25639475	25706398	3	TOP2B
18174742	18218321	17	TOP3A
22311397	22337213	22	TOP3B
133317019	133380737	3	TOPBP1
32540542	32552551	9	TOPORS
132575223	132586413	9	TOR1A
179809102	179846938	1	TOR1AIP2
132565432	132573560	9	TOR1B
21944756	21967319	14	TOX4
43699407	43802926	15	TP53BP1
44907454	44972840	11	TP53I11
27893070	27900175	17	TP53I13
95938200	95961639	8	TP53INP1
45313004	45318418	20	TP53RK
3569084	3652765	1	TP73
83072923	83080545	6	TPBG
68816365	68858072	11	TPCN2
125440195	125585553	6	TPD52L1
62496596	62522898	20	TPD52L2
507299	519654	19	TPGS1
34359987	34409158	18	TPGS2
6976283	6980112	12	TPI1
6976283	6980112	HG344_PATCH	TPI1
63334831	63364114	15	TPM1
35681989	35691017	9	TPM2
154127784	154167124	1	TPM3
18128542	18155305	6	TPMT
1377995	1547483	2	TPO
103249353	103331521	13	TPP2
67423712	67427438	16	TPPP3
127291912	127317094	3	TPRA1
188665003	189043093	3	TPRG1
1290697	1292555	16	TPSAB1
1277272	1280214	16	TPSB2
1306060	1308532	16	TPSD1
65670186	65885530	7	TPST1
26921458	26992681	22	TPST2
45911008	45915505	13	TPT1
30327074	30389608	20	TPX2
23544399	23571660	7	TRA2A
185633694	185655924	3	TRA2B
50624344	50638027	22	TRABD
67188083	67194201	16	TRADD
139776364	139821059	9	TRAF2
239229082	239309541	2	TRAF3IP1
111877657	111927481	6	TRAF3IP2
27071002	27077974	17	TRAF4
36508577	36531822	11	TRAF6
2205699	2228130	16	TRAF7
49866034	49894007	3	TRAIP
42055294	42267381	3	TRAK1
71485677	71520622	8	TRAM1
52362200	52441713	6	TRAM2
36868311	36986548	3	TRANK1
3701640	3767598	16	TRAP1
7833663	7835441	17	TRAPPC1
45432200	45526433	21	TRAPPC10
184580420	184634745	4	TRAPPC11
64920543	64962060	5	TRAPPC13
13730363	13752754	X	TRAPPC2
88922628	88929094	16	TRAPPC2L
36602173	36615098	1	TRAPPC3
118889142	118896164	HG299_PATCH	TRAPPC4
118889142	118896164	11	TRAPPC4
39617015	39639736	14	TRAPPC6B
29409136	29533099	18	TRAPPC8
140742586	141468678	8	TRAPPC9
41126244	41130924	6	TREM2
42192669	42419789	6	TRERF1
120881764	120884215	12	TRIAP1
126442563	126450647	8	TRIB1
361261	378203	20	TRIB3
28992974	28997934	7	TRIL
50570024	50594617	13	TRIM13
15531274	15587625	17	TRIM16
18601311	18639431	17	TRIM16L
64885507	64921802	5	TRIM23
54965270	54991399	17	TRIM25
30142515	30171491	HSCHR6_MHC_DBB	TRIM26
30141750	30170728	HSCHR6_MHC_QBL	TRIM26
30089025	30118001	HSCHR6_MHC_APD	TRIM26
30197334	30226303	HSCHR6_MHC_MANN	TRIM26
30141782	30170758	HSCHR6_MHC_SSTO	TRIM26
30152232	30181204	6	TRIM26
30230672	30259555	HSCHR6_MHC_MCF	TRIM26
30142137	30171100	HSCHR6_MHC_COX	TRIM26
28870783	28891770	HSCHR6_MHC_QBL	TRIM27
28870783	28891771	HSCHR6_MHC_APD	TRIM27
28870779	28891766	6	TRIM27
28882558	28891771	HSCHR6_MHC_MANN	TRIM27
28870945	28891932	HSCHR6_MHC_MCF	TRIM27
28870844	28891821	HSCHR6_MHC_SSTO	TRIM27
28871599	28892590	HSCHR6_MHC_COX	TRIM27
59055458	59062089	19	TRIM28
6469843	6495689	11	TRIM3
114935399	115053781	1	TRIM33
5640994	5665628	11	TRIM34
27142404	27168836	8	TRIM35
57059999	57184282	17	TRIM37
30284507	30304844	HSCHR6_MHC_DBB	TRIM39
30283753	30304091	HSCHR6_MHC_QBL	TRIM39
30302488	30322825	HSCHR6_MHC_APD	TRIM39
30338927	30359267	HSCHR6_MHC_MANN	TRIM39
30294256	30311506	6	TRIM39
30283373	30303707	HSCHR6_MHC_SSTO	TRIM39
30284058	30304393	HSCHR6_MHC_COX	TRIM39
35684353	35829775	11	TRIM44
155145873	155157447	1	TRIM46
73870242	73874656	17	TRIM47
5684425	5959849	11	TRIM5
100728720	100735017	7	TRIM56
248020501	248041507	1	TRIM58
5617339	5634188	11	TRIM6
5617955	5665628	11	TRIM6-TRIM34
73876416	73893084	17	TRIM65
180620924	180632293	5	TRIM7
51441980	51562779	14	TRIM9
14143811	14532235	5	TRIO
6737936	6751537	19	TRIP10
92432335	92507240	14	TRIP11
230628554	230787955	2	TRIP12
892758	919472	5	TRIP13
64679947	64747502	15	TRIP4
100464760	100471076	7	TRIP6
93895758	94029901	8	TRIQK
37753804	37778969	9	TRMT10B
101280706	101285290	3	TRMT10C
64083932	64085556	11	TRMT112
125463048	125474391	8	TRMT12
100598706	100616053	1	TRMT13
185087220	185126204	1	TRMT1L
20099389	20104915	22	TRMT2A
8437867	8495258	4	TRMT44
61438169	61448076	14	TRMT5
5917881	5931182	20	TRMT6
103995521	104003410	14	TRMT61A
3168600	3192563	3	TRNT1
49717019	49725514	12	TROAP
193028552	193060907	1	TROVE2
72932152	72987852	8	TRPA1
38210773	38444562	13	TRPC4
33590207	33680674	20	TRPC4AP
101322295	101743293	11	TRPC6
77337411	77503010	9	TRPM6
50844670	50979012	15	TRPM7
63991271	63993726	11	TRPT1
98507245	98642555	HG946_PATCH	TRRAP
98475556	98610866	7	TRRAP
116697952	116737430	10	TRUB1
131071382	131085021	9	TRUB2
156307105	156316786	1	TSACC
135766735	135820020	9	TSC1
150126122	150184218	3	TSC22D2
106956451	107020572	X	TSC22D3
100060982	100076902	7	TSC22D4
184020811	184043346	1	TSEN15
12525931	12581122	3	TSEN2
73512141	73520820	17	TSEN54
58176372	58201854	12	TSFM
18489883	18548779	11	TSG101
72922710	73001905	18	TSHZ1
51588946	52111869	20	TSHZ2
73012040	73049066	X	TSIX
122494679	122525429	2	TSN
143293441	143484601	8	TSNARE1
231664399	231702270	1	TSNAX
16793160	16824161	7	TSPAN13
82213922	82292879	10	TSPAN14
115590632	115632121	1	TSPAN2
77336359	77376326	15	TSPAN3
128784712	128808671	7	TSPAN33
842808	867116	11	TSPAN4
38420623	38548169	X	TSPAN7
43547520	43559248	22	TSPO
116597741	116601066	6	TSPYL1
53111549	53117722	X	TSPYL2
52825367	52831540	HG1433_PATCH	TSPYL2
116571151	116575261	6	TSPYL4
2225797	2240801	17	TSR1
54466834	54471920	X	TSR2
1399241	1401912	16	TSR3
2421718	2425106	11	TSSC4
24674903	24677568	14	TSSK4
37406900	37415681	22	TST
144694788	144700218	8	TSTA3
100362362	100395962	9	TSTD2
43030932	43213007	15	TTBK2
159436120	159492550	5	TTC1
180319918	180335616	3	TTC14
43380482	43516483	11	TTC17
15902694	15948329	17	TTC19
55245385	55266940	1	TTC22
99676528	99791428	15	TTC23
99679552	99794452	HG971_PATCH	TTC23
178477720	178483694	2	TTC30A
178413726	178417742	2	TTC30B
40714577	40756077	5	TTC33
118398187	118401912	11	TTC36
118398187	118401912	HG122_PATCH	TTC36
94799599	94890711	5	TTC37
5001	96111	LRG_173	LRG_173
46663858	46689905	22	TTC38
51752930	51810788	1	TTC39A
21572737	21715574	18	TTC39C
55181495	55208330	1	TTC4
20724717	20774153	14	TTC5
91006932	91282823	14	TTC7B
89290497	89344335	14	TTC8
62495541	62507765	11	TTC9C
135251008	135282209	9	TTF1
117602925	117650075	1	TTF2
36611409	36661870	20	TTI1
33330904	33371119	8	TTI2
9849770	9896822	3	TTLL3
76099968	76421421	14	TTLL5
43104526	43123244	20	TTPAL
54926393	54948080	19	TTYH1
54850624	54872311	HSCHR19LRC_COX1_CTG1	TTYH1
54848800	54870475	HSCHR19LRC_PGF1_CTG1	TTYH1
49521565	49525180	12	TUBA1B
49582519	49667114	12	TUBA1C
30696223	30701448	HSCHR6_MHC_APD	TUBB
30677512	30682738	HSCHR6_MHC_QBL	TUBB
30678239	30683464	HSCHR6_MHC_DBB	TUBB
30732675	30737900	HSCHR6_MHC_MANN	TUBB
30679427	30684652	HSCHR6_MHC_SSTO	TUBB
30766464	30771689	HSCHR6_MHC_MCF	TUBB
30687978	30693203	6	TUBB
30677842	30683067	HSCHR6_MHC_COX	TUBB
3153903	3157760	6	TUBB2A
3224495	3231964	6	TUBB2B
89985573	90002500	16	TUBB3
140135665	140138159	9	TUBB4B
57936851	57970304	17	TUBD1
112391980	112408732	6	TUBE1
112391980	112408732	HG1304_PATCH	TUBE1
40761694	40767252	17	TUBG1
40811323	40819024	17	TUBG2
135093135	135125841	10	TUBGCP2
113139325	113242481	13	TUBGCP3
43661419	43699293	15	TUBGCP4
22833395	22873892	15	TUBGCP5
50656118	50683421	22	TUBGCP6
28853732	28857729	16	TUFM
2986389	3050306	12	TULP3
158733692	158932860	6	TULP4
25676396	25678856	9	TUSC1
50357459	50365683	HG325_PATCH	TUSC2
50357458	50365682	3	TUSC2
15274724	15624158	8	TUSC3
62342517	62359649	11	TUT1
18684308	18710027	17	TVP23B
15341205	15466909	17	TVP23C
44187526	44200178	12	TWF1
52262626	52273276	3	TWF2
19735085	19748710	7	TWISTNB
9334765	9402418	18	TWSG1
32645287	32663886	1	TXLNA
16804550	16862642	X	TXLNG
113006091	113018920	9	TXN
36863083	36878077	22	TXN2
52485803	52521843	1	TXNDC12
6544078	6547861	17	TXNDC17
7881483	8026646	6	TXNDC5
54264439	54318831	18	TXNL1
77732867	77793949	18	TXNL4A
72078188	72128330	16	TXNL4B
10461209	10491352	19	TYK2
5001	35045	LRG_121	LRG_121
50964181	50968485	22	TYMP
41849873	41871536	15	TYRO3
36395303	36399197	19	TYROBP
71897737	71906432	10	TYSND1
66460160	66704501	7	TYW1
72023729	72298777	7	TYW1B
75198836	75232362	1	TYW3
200794698	200820459	2	TYW5
44513066	44527697	21	U2AF1
70946893	71055932	15	UACA
162531323	162569627	1	UAP1
34919257	34960853	19	UBA2
69103881	69129559	3	UBA3
132373290	132396941	3	UBA5
18682540	18688360	19	UBA52
99853028	100038688	13	UBAC2
4658884	4665028	16	UBALD1
74261283	74267375	17	UBALD2
34179003	34252521	9	UBAP1
33921691	34048947	9	UBAP2
154192655	154243986	1	UBAP2L
43824008	43867791	21	UBASH3A
29523310	29527624	HSCHR6_MHC_QBL	UBD
29523504	29527818	HSCHR6_MHC_APD	UBD
29523343	29527656	HSCHR6_MHC_DBB	UBD
29523292	29527702	6	UBD
29522994	29527308	HSCHR6_MHC_MANN	UBD
29523204	29527517	HSCHR6_MHC_MCF	UBD
29519995	29524308	HSCHR6_MHC_COX	UBD
118708501	118718381	X	UBE2A
133706870	133727683	5	UBE2B
44441215	44445596	20	UBE2C
60094735	60130513	10	UBE2D1
138906016	139008018	5	UBE2D2
103715540	103790053	4	UBE2D3
43966037	43995735	7	UBE2D4
23847394	23932807	3	UBE2E1
238875469	238951236	2	UBE2F
4172554	4269923	17	UBE2G1
46188955	46221934	21	UBE2G2
46188921	46221900	HG237_PATCH	UBE2G2
1355548	1377019	16	UBE2I
1189289	1209265	1	UBE2J2
39699664	39784412	4	UBE2K
21903736	21978323	22	UBE2L3
57319129	57335757	11	UBE2L6
59067079	59070327	19	UBE2M
93799449	93836038	12	UBE2N
74385532	74449288	17	UBE2O
154521053	154531504	1	UBE2Q1
76135622	76193419	15	UBE2Q2
33817565	33920402	9	UBE2R2
48697661	48732496	20	UBE2V1
48920960	48977268	8	UBE2V2
74692332	74791145	8	UBE2W
46985731	47006418	17	UBE2Z
25582381	25684128	15	UBE3A
38476	106733	LRG_15	LRG_15
109915207	109974507	12	UBE3B
156931607	157062066	7	UBE3C
118230300	118269926	11	UBE4A
118230300	118269926	HG122_PATCH	UBE4A
10092890	10241297	1	UBE4B
23568392	23585710	16	UBFD1
9938568	9940791	19	UBL5
74738318	74753523	15	UBL7
138915102	138992982	7	UBN2
3088219	3140842	20	UBOX5
33429828	33482863	3	UBP1
156005092	156023585	1	UBQLN4
43235095	43398311	15	UBR1
42531800	42661242	6	UBR2
170683968	170940641	2	UBR3
103265240	103425069	8	UBR5
99258625	99330966	10	UBTD1
42282401	42298994	17	UBTF
62443970	62446567	11	UBXN1
20512578	20522541	1	UBXN10
59323823	59364060	8	UBXN2B
196074533	196159345	3	UBXN7
30589764	30624522	8	UBXN8
76123619	76180085	13	UCHL3
192981380	193029237	1	UCHL5
134399188	134406655	9	UCK1
62571186	62587769	20	UCKL1
48599160	48601206	3	UCN2
73711326	73720480	11	UCP3
18551156	18610294	11	UEVLD
19437433	19466738	22	UFD1L
38923986	38937140	13	UFM1
186320694	186347139	4	UFSP2
39500375	39529931	4	UGDH
64068074	64118696	2	UGP2
234668894	234681945	2	UGT1A1
234545100	234681951	2	UGT1A10
4903092	4962165	19	UHRF1
100422233	100536626	12	UHRF1BP1L
6413151	6507054	9	UHRF2
176332006	176449634	5	UIMC1
150285143	150294846	6	ULBP1
150384286	150390231	6	ULBP3
132379196	132407712	12	ULK1
19674142	19771249	17	ULK2
32698798	32727193	15	ULK4P1
30395923	30423960	15	ULK4P3
124449213	124464040	3	UMPS
26873725	26879686	17	UNC119
5001	10922	LRG_341	LRG_341
121148238	121161443	12	UNC119B
91473410	91497323	15	UNC45A
93799565	94174222	14	UNC79
210636717	210864024	2	UNC80
67758575	67772452	11	UNC93B1
5001	18020	LRG_123	LRG_123
73780681	73821886	17	UNK
18942747	18979045	19	UPF1
11962021	12085169	10	UPF2
115047059	115071283	13	UPF3A
118967985	118986961	X	UPF3B
118892364	118924000	3	UPK1B
102277472	102283238	7	UPK3BL
33890369	33999944	20	UQCC1
33662070	33679504	6	UQCC2
30163358	30166402	22	UQCR10
1597171	1605480	19	UQCR11
97238148	97247862	8	UQCRB
48636435	48648409	3	UQCRC1
21963981	21994981	16	UQCRC2
29698173	29704448	19	UQCRFS1
46769303	46782448	1	UQCRH
132202252	132203723	5	UQCRQ
90106169	90114181	16	URAHP
33683329	33765335	21	URB1
229761981	229795946	1	URB2
43915493	43966010	7	URGCP
30414551	30506611	19	URI1
131133598	131153015	9	URM1
45477819	45481247	1	UROD
127477146	127511817	10	UROS
161009041	161015767	1	USF1
35759881	35770724	19	USF2
17359985	17393595	19	USHBP1
105148798	105156223	10	USMG5
76649777	76735382	4	USO1
84733584	84813528	16	USP10
27640293	27746033	13	USP12
158383	214629	18	USP14
62654119	62811211	12	USP15
30396950	30426809	21	USP16
49145479	49158371	3	USP19
132596977	132644107	9	USP20
161129240	161135513	1	USP21
20902910	20947073	17	USP22
55532032	55680786	1	USP24
113668596	113746292	11	USP28
109460894	109525831	12	USP30
58256455	58499831	17	USP32
78161672	78225537	1	USP33
77899858	77925757	11	USP35
76783463	76837523	17	USP36
219314974	219433084	2	USP37
144106070	144144983	4	USP38
49315264	49378145	3	USP4
6144515	6201195	7	USP42
53457138	53525502	4	USP46
11862970	11980870	11	USP47
6961292	6975796	12	USP5
6961292	6975796	HG344_PATCH	USP5
120133742	120216672	4	USP53
75257296	75385711	10	USP54
5019733	5078329	17	USP6
11495945	11653753	10	USP6NL
8985951	9058371	16	USP7
50716577	50793280	15	USP8
40944888	41095832	X	USP9X
149068464	149398126	6	UST
38474930	38490496	1	UTP11L
52598827	52607736	13	UTP14C
72861268	72877794	5	UTP15
49337889	49375297	17	UTP18
101673887	101780394	12	UTP20
117778742	117861702	8	UTP23
71554196	71556267	4	UTP3
30187923	30228784	17	UTP6
7903143	7913572	1	UTS2
75526212	75854239	11	UVRAG
1341054	1381837	4	UVSSA
47511197	47518560	X	UXT
8062467	8066864	17	VAMP2
85811531	85820535	2	VAMP5
155110956	155173433	X	VAMP7
85788685	85809154	2	VAMP8
160370376	160398468	1	VANGL2
9913999	9960018	18	VAPA
56964178	57026157	20	VAPB
31735249	31752710	HSCHR6_MHC_SSTO	VARS
31756648	31775083	HSCHR6_MHC_APD	VARS
31745295	31763730	6	VARS
31732662	31751095	HSCHR6_MHC_COX	VARS
31749636	31753979	HSCHR6_MHC_QBL	VARS
31727480	31745915	HSCHR6_MHC_DBB	VARS
31821595	31840030	HSCHR6_MHC_MCF	VARS
213123862	213165379	1	VASH2
46009837	46030241	19	VASP
41166622	41177140	17	VAT1
136627016	136857726	9	VAV2
154425284	154468098	X	VBP1
154365475	154408285	HG1497_PATCH	VBP1
82767284	82878122	5	VCAN
75757872	75879918	10	VCL
5001	127047	LRG_383	LRG_383
35056061	35073246	9	VCP
67540722	67579452	8	VCPIP1
50575350	50583318	14	VCPKMT
7810303	7812184	X	VCX
6451659	6453159	X	VCX3A
8432871	8434550	X	VCX3B
133307606	133340824	5	VDAC1
76969912	76991206	10	VDAC2
42249142	42263415	8	VDAC3
43737921	43754224	6	VEGFA
64002010	64006259	11	VEGFB
56048910	56065620	17	VEZF1
95611522	95696566	12	VEZT
11597544	11762220	3	VGLL4
10182692	10193904	3	VHL
5001	17036	LRG_322	LRG_322
101811022	101817705	15	VIMP
158820866	158937649	7	VIPR2
31102163	31107301	16	VKORC1
65338254	65424550	7	VKORC1L1
2621834	2660053	9	VLDLR
57784553	57919616	17	VMP1
57966542	57967854	19	VN1R1
55503749	55640681	7	VOPP1
51433298	51537425	HG186_PATCH	VPRBP
51433298	51534010	3	VPRBP
118938403	118952688	11	VPS11
118938402	118952681	HG299_PATCH	VPS11
79792269	80036457	9	VPS13A
62144588	62352672	15	VPS13C
2821349	2847378	20	VPS16
40925454	40931617	17	VPS25
70883268	70932617	10	VPS26A
134094539	134117686	11	VPS26B
145478520	145483451	HG243_PATCH	VPS28
145649000	145653931	8	VPS28
110928902	110939922	12	VPS29
122714111	122751068	12	VPS33A
91541646	91565833	15	VPS33B
46690054	46723430	16	VPS35
52986737	53024763	13	VPS36
17104080	17159936	8	VPS37A
123349882	123380991	12	VPS37B
60897728	60929089	11	VPS37C
42450899	42500514	15	VPS39
38762563	38971994	7	VPS41
69345259	69358949	16	VPS4A
61056423	61089716	18	VPS4B
64856796	64879332	11	VPS51
33388442	33410197	HSCHR6_MHC_MCF	VPS52
33218049	33239824	6	VPS52
33146871	33168663	HSCHR6_MHC_QBL	VPS52
33139671	33161430	HSCHR6_MHC_COX	VPS52
33195972	33217749	HSCHR6_MHC_DBB	VPS52
33357416	33379168	HSCHR6_MHC_SSTO	VPS52
33371956	33373655	HSCHR6_MHC_MANN	VPS52
411908	624957	17	VPS53
151142463	151167797	1	VPS72
97263641	97398059	14	VRK1
58134786	58387055	2	VRK2
50479724	50529203	19	VRK3
50222290	50323554	10	VSTM4
142468367	142545826	6	VTA1
117686209	117753556	1	VTCN1
114206756	114578503	10	VTI1A
68113792	68141548	14	VTI1B
115999018	116051272	10	VWA2
123986069	124018428	11	VWA5A
31723322	31735062	HSCHR6_MHC_SSTO	VWA7
31733367	31745108	6	VWA7
31744721	31756461	HSCHR6_MHC_APD	VWA7
31720750	31732475	HSCHR6_MHC_COX	VWA7
31715552	31727293	HSCHR6_MHC_DBB	VWA7
31809667	31821408	HSCHR6_MHC_MCF	VWA7
42140973	42535256	13	VWA8
65871091	65903627	15	VWA9
6058040	6233936	12	VWF
28821422	28912041	10	WAC
88195013	88281572	10	WAPAL
110421022	110501207	6	WASF1
27730730	27816669	1	WASF2
74685456	74688018	2	WBP1
14939410	14956474	12	WBP11
30091626	30094597	18	WBP11P1
73841780	73852588	17	WBP2
41635410	41658137	13	WBP4
102611373	102613397	X	WBP5
74441226	74490064	7	WBSCR16
73097355	73119491	7	WBSCR22
73147982	73170118	HG1257_PATCH	WBSCR22
52158644	52336171	13	WDFY2
85590704	85887544	4	WDFY3
63348518	64054977	2	WDPCP
10075963	10118573	4	WDR1
122610687	122669036	10	WDR11
203739505	203879521	2	WDR12
39184024	39287430	4	WDR19
102605840	102691184	14	WDR20
224572845	224624735	1	WDR26
169857307	170102159	6	WDR27
118472343	118509165	1	WDR3
128458596	128568761	2	WDR33
110427414	110466200	5	WDR36
1095478	1178237	10	WDR37
44263204	44299678	21	WDR4
29117509	29171088	2	WDR43
80572438	80606429	17	WDR45B
33175727	33186150	HSCHR6_MHC_QBL	WDR46
33417262	33427651	HSCHR6_MHC_MCF	WDR46
33246885	33257304	6	WDR46
33168491	33178914	HSCHR6_MHC_COX	WDR46
33224810	33235233	HSCHR6_MHC_DBB	WDR46
109512836	109584850	1	WDR47
39093489	39138155	3	WDR48
137000487	137025093	9	WDR5
196281056	196295545	3	WDR53
49044495	49053386	3	WDR6
78570177	78592136	15	WDR61
54318574	54698828	18	WDR7
37379314	37753537	5	WDR70
85185999	85197574	15	WDR73
190306159	190340291	2	WDR75
44119161	44160617	15	WDR76
111982512	111991998	1	WDR77
52288437	52322036	3	WDR82
12777614	12786646	19	WDR83
12778885	12782170	19	WDR83OS
151072995	151107813	7	WDR86
64063757	64108579	14	WDR89
699311	717833	16	WDR90
134868590	134896316	7	WDR91
27561007	27635110	1	WDTC1
9595228	9615004	11	WEE1
44098346	44110172	20	WFDC2
83478380	83503611	15	WHAMM
1873151	1983934	4	WHSC1
38127215	38239790	8	WHSC1L1
56295197	56326402	12	WIBG
38375556	38440388	17	WIPF2
5229819	5273457	7	WIPI2
43343485	43357150	20	WISP2
861759	1020618	12	WNK1
95947198	96082854	9	WNK2
75897369	75921780	11	WNT11
46316242	46373009	22	WNT7B
7589389	7606820	17	WRAP53
7279	22432	LRG_375	LRG_375
3547331	3569325	1	WRAP73
40752170	40800454	21	WRB
30891317	31031285	8	WRN
5001	145500	LRG_524	LRG_524
2765648	2787186	6	WRNIP1
118470712	118500235	12	WSB2
5675554	6027747	17	WSCD1
108523248	108644314	12	WSCD2
160146617	160177351	6	WTAP
167718656	167899308	5	WWC1
184020446	184241930	4	WWC2
184018170	184020352	4	WWC2-AS2
