Gene Start (bp)	Gene End (bp)	Chromosome Name	HGNC symbol
107713221	107777342	X	TSC22D3
100463359	100479279	7	TSC22D4
184051677	184074212	1	TSEN15
12484432	12539623	3	TSEN2
75516060	75524739	17	TSEN54
57782589	57808071	12	TSFM
18468336	18527232	11	TSG101
75210755	75289950	18	TSHZ1
52972407	53495330	20	TSHZ2
73792205	73829231	X	TSIX
121737103	121767853	2	TSN
142212080	142403240	8	TSNARE1
231528653	231566524	1	TSNAX
16753535	16784536	7	TSPAN13
80454166	80533123	10	TSPAN14
115048011	115089500	1	TSPAN2
77041404	77083984	15	TSPAN3
129144892	129169697	7	TSPAN33
842808	867116	11	TSPAN4
38561370	38688920	X	TSPAN7
43151514	43163242	22	TSPO
116276578	116279903	6	TSPYL1
53082367	53088540	X	TSPYL2
116249961	116254140	6	TSPYL4
2322503	2337507	17	TSR1
54440401	54445487	X	TSR2
1349240	1351911	16	TSR3
2400488	2403878	11	TSSC4
24205697	24208362	14	TSSK4
37010859	37020183	22	TST
143612618	143618048	8	TSTA3
97600080	97633575	9	TSTD2
42738734	42920809	15	TTBK2
160009113	160065543	5	TTC1
180602130	180617828	3	TTC14
43358932	43494933	11	TTC17
15999380	16045015	17	TTC19
54779712	54801267	1	TTC22
99136323	99251223	15	TTC23
177612992	177618966	2	TTC30A
177548998	177553014	2	TTC30B
40714475	40755975	5	TTC33
118527472	118531197	11	TTC36
95463895	95555007	5	TTC37
46267961	46294008	22	TTC38
51287258	51345116	1	TTC39A
23992773	24135610	18	TTC39C
54715822	54742657	1	TTC4
20256558	20305994	14	TTC5
90524564	90816479	14	TTC7B
88824153	88881078	14	TTC8
62728069	62740293	11	TTC9C
132375548	132406851	9	TTF1
117060303	117107453	1	TTF2
37983007	38033468	20	TTI1
33473386	33513601	8	TTI2
90249530	90265482	15	TTLL13P
9808086	9855138	3	TTLL3
75633625	75955078	14	TTLL5
44475886	44494603	20	TTPAL
54415219	54436900	19	TTYH1
49127782	49131397	12	TUBA1B
49188736	49274603	12	TUBA1C
30720201	30725426	6	TUBB
3153669	3157526	6	TUBB2A
3224261	3231730	6	TUBB2B
89921392	89938761	16	TUBB3
137241213	137243707	9	TUBB4B
59859482	59892945	17	TUBD1
112070777	112087529	6	TUBE1
42609676	42615234	17	TUBG1
42659305	42667006	17	TUBG2
133278630	133312337	10	TUBGCP2
112485005	112588167	13	TUBGCP3
43369221	43409771	15	TUBGCP4
22983192	23039673	15	TUBGCP5
50217689	50244992	22	TUBGCP6
28842411	28846408	16	TUFM
2877223	2941140	12	TULP3
158232236	158511828	6	TULP4
25676389	25678440	9	TUSC1
50320027	50328251	3	TUSC2
15417215	15766649	8	TUSC3
62575045	62592177	11	TUT1
18780995	18806714	17	TVP23B
15502264	15563595	17	TVP23C
43793723	43806375	12	TWF1
52228610	52239260	3	TWF2
19695462	19709087	7	TWISTNB
9334767	9402420	18	TWSG1
32179686	32198285	1	TXLNA
16786427	16844519	X	TXLNG
110243811	110256640	9	TXN
36467036	36482030	22	TXN2
52020131	52056171	1	TXNDC12
6640758	6644541	17	TXNDC17
7881517	7910814	6	TXNDC5
56597208	56651600	18	TXNL1
79970811	80033949	18	TXNL4A
72044289	72094431	16	TXNL4B
10350529	10380676	19	TYK2
50525752	50530056	22	TYMP
41557675	41583586	15	TYRO3
35904401	35908295	19	TYROBP
70137981	70146676	10	TYSND1
66995173	67239519	7	TYW1
72558744	72828198	7	TYW1B
74733152	74766678	1	TYW3
199929975	199955736	2	TYW5
43092956	43107587	21	U2AF1
70654554	70763593	15	UACA
162561506	162599842	1	UAP1
34428352	34471251	19	UBA2
69054730	69080408	3	UBA3
132654446	132678097	3	UBA5
18571730	18577550	19	UBA52
99200774	99386434	13	UBAC2
4608883	4615027	16	UBALD1
76265202	76271299	17	UBALD2
34179005	34252523	9	UBAP1
33921693	34048949	9	UBAP2
154220179	154271510	1	UBAP2L
42403447	42447681	21	UBASH3A
29555515	29559925	6	UBD
119574467	119591083	X	UBE2A
134371179	134391992	5	UBE2B
45812576	45816957	20	UBE2C
58334975	58370753	10	UBE2D1
139526431	139628433	5	UBE2D2
102794383	102868896	4	UBE2D3
43926438	43956136	7	UBE2D4
23805903	23891316	3	UBE2E1
237966827	238042782	2	UBE2F
4269259	4366628	17	UBE2G1
44768580	44802019	21	UBE2G2
1308880	1327018	16	UBE2I
1253909	1273885	1	UBE2J2
39698044	39782792	4	UBE2K
21549447	21624034	22	UBE2L3
57551656	57568284	11	UBE2L6
58555712	58558960	19	UBE2M
93405673	93442262	12	UBE2N
76389451	76453206	17	UBE2O
154548577	154559028	1	UBE2Q1
75843285	75901078	15	UBE2Q2
33817567	33920404	9	UBE2R2
50081124	50115959	20	UBE2V1
48008400	48064708	8	UBE2V2
73780097	73878910	8	UBE2W
48908369	48929056	17	UBE2Z
25333728	25439056	15	UBE3A
109477402	109536705	12	UBE3B
157138913	157269372	7	UBE3C
118359585	118399211	11	UBE4A
10032832	10181239	1	UBE4B
23557362	23574389	16	UBFD1
9827892	9830115	19	UBL5
74445977	74461182	15	UBL7
139230356	139308236	7	UBN2
3107573	3160196	20	UBOX5
33388336	33441371	3	UBP1
156035301	156053794	1	UBQLN4
42942897	43106113	15	UBR1
42564062	42693504	6	UBR2
169827458	170084131	2	UBR3
102253012	102412841	8	UBR5
97498868	97571209	10	UBTD1
44205033	44221626	17	UBTF
62676498	62679117	11	UBXN1
20186085	20196048	1	UBXN10
58411264	58451501	8	UBXN2B
196347662	196432474	3	UBXN7
30732247	30767006	8	UBXN8
75549480	75606020	13	UCHL3
193012250	193060080	1	UCHL5
131523801	131531268	9	UCK1
63939829	63956415	20	UCKL1
48561727	48563773	3	UCN2
74000281	74009435	11	UCP3
18529609	18588747	11	UEVLD
19449910	19479215	22	UFD1L
38349849	38363619	13	UFM1
185399540	185425985	4	UFSP2
39498755	39528311	4	UGDH
63840940	63891562	2	UGP2
233760248	233773299	2	UGT1A1
233636454	233773305	2	UGT1A10
4903080	4962154	19	UHRF1
100028455	100142848	12	UHRF1BP1L
6413151	6507054	9	UHRF2
176905005	177022633	5	UIMC1
149964007	149973710	6	ULBP1
150063150	150069095	6	ULBP3
131894651	131923167	12	ULK1
19770829	19867936	17	ULK2
32406597	32434992	15	ULK4P1
30103720	30131757	15	ULK4P3
124730366	124749273	3	UMPS
28546707	28552668	17	UNC119
120710435	120723640	12	UNC119B
90930180	90954093	15	UNC45A
93333219	93707876	14	UNC79
209771993	209999300	2	UNC80
67991104	68004982	11	UNC93B1
75784771	75825799	17	UNK
18831938	18868236	19	UPF1
11920022	12043170	10	UPF2
114281584	114305817	13	UPF3A
119834022	119852998	X	UPF3B
119173517	119205153	3	UPK1B
102637025	102642791	7	UPK3BL
35302566	35412141	20	UQCC1
33694293	33711727	6	UQCC2
62670273	62673687	11	UQCC3
29767369	29770413	22	UQCR10
1597172	1605490	19	UQCR11
96225920	96235634	8	UQCRB
48599002	48610976	3	UQCRC1
21952660	21983660	16	UQCRC2
29205321	29213541	19	UQCRFS1
46303631	46316776	1	UQCRH
132866560	132868031	5	UQCRQ
90039761	90047773	16	URAHP
32311018	32393026	21	URB1
229626234	229660199	1	URB2
43875894	43926411	7	URGCP
29923644	30016608	19	URI1
128371319	128392016	9	URM1
45012147	45015575	1	UROD
125784980	125823248	10	UROS
161039251	161045977	1	USF1
35268978	35279821	19	USF2
17249176	17282786	19	USHBP1
103389041	103396466	10	USMG5
75724593	75814286	4	USO1
84699978	84779922	16	USP10
27066142	27171896	13	USP12
158383	214629	18	USP14
62260338	62417431	12	USP15
29024629	29054488	21	USP16
49108046	49120938	3	USP19
129834698	129881838	9	USP20
161159450	161165723	1	USP21
20999593	21043760	17	USP22
55066359	55215113	1	USP24
113797874	113875570	11	USP28
109023089	109088026	12	USP30
60179094	60422470	17	USP32
77695987	77759852	1	USP33
78188812	78214711	11	USP35
78787381	78841441	17	USP36
218450251	218568361	2	USP37
143184917	143223830	4	USP38
49277831	49340712	3	USP4
6104884	6161564	7	USP42
52590972	52659335	4	USP46
11841423	11959323	11	USP47
6852128	6866632	12	USP5
119212587	119295517	4	USP53
73497538	73625953	10	USP54
5116438	5175034	17	USP6
11453946	11611754	10	USP6NL
8892094	8964514	16	USP7
50424380	50514419	15	USP8
41085635	41236579	X	USP9X
148747328	149076990	6	UST
38009258	38024824	1	UTP11L
52024691	52033600	13	UTP14C
73565443	73583377	5	UTP15
51260528	51297936	17	UTP18
101280109	101386616	12	UTP20
116766503	116849463	8	UTP23
70688479	70690551	4	UTP3
31860899	31901765	17	UTP6
7843083	7853512	1	UTS2
75815167	76143195	11	UVRAG
1347266	1388049	4	UVSSA
47651798	47659161	X	UXT
8159149	8163546	17	VAMP2
85584408	85593412	2	VAMP5
155881293	155943769	X	VAMP7
85561562	85582031	2	VAMP8
160400586	160428678	1	VANGL2
9914002	9960021	18	VAPA
58389122	58451101	20	VAPB
31777518	31795953	6	VARS
212950520	212992037	1	VASH2
45506579	45526983	19	VASP
43014605	43025123	17	VAT1
133761894	133992604	9	VAV2
155197007	155239817	X	VBP1
83471465	83582303	5	VCAN
73995193	74121363	10	VCL
35056064	35073249	9	VCP
66628487	66667217	8	VCPIP1
50108632	50116600	14	VCPKMT
7842262	7844143	X	VCX
6533618	6535118	X	VCX3A
8464830	8466510	X	VCX3B
133971915	134005133	5	VDAC1
75210154	75231448	10	VDAC2
42391624	42405897	8	VDAC3
43770184	43786487	6	VEGFA
64234538	64238793	11	VEGFB
57971547	57988259	17	VEZF1
95217746	95302790	12	VEZT
11556070	11771350	3	VGLL4
10141008	10152220	3	VHL
101270817	101277500	15	VIMP
159028175	159144957	7	VIPR2
31090842	31095980	16	VKORC1
65873267	65959563	7	VKORC1L1
2621834	2660053	9	VLDLR
2422702	2643359	9	VLDLR-AS1
59707192	59842255	17	VMP1
57454790	57457142	19	VN1R1
55436056	55572988	7	VOPP1
51395867	51500002	3	VPRBP
119067692	119081978	11	VPS11
77177353	77421541	9	VPS13A
61852389	62060473	15	VPS13C
2840703	2866732	20	VPS16
42773436	42779599	17	VPS25
69123512	69172861	10	VPS26A
134224645	134247792	11	VPS26B
144423601	144428563	8	VPS28
110491097	110502117	12	VPS29
122229564	122266521	12	VPS33A
90998416	91022603	15	VPS33B
46656132	46689518	16	VPS35
52412602	52450628	13	VPS36
17246571	17302427	8	VPS37A
122865328	122896444	12	VPS37B
61130256	61161617	11	VPS37C
42158701	42208316	15	VPS39
38722963	38932394	7	VPS41
69311356	69326939	16	VPS4A
63389190	63422483	18	VPS4B
65089324	65111860	11	VPS51
33250272	33272047	6	VPS52
508668	721717	17	VPS53
151169987	151195321	1	VPS72
96797304	96931722	14	VRK1
57907651	58159920	2	VRK2
49976467	50025946	19	VRK3
49014245	49115509	10	VSTM4
142147162	142224689	6	VTA1
117143587	117210960	1	VTCN1
112446998	112818744	10	VTI1A
67647075	67674831	14	VTI1B
114239330	114291513	10	VWA2
124115362	124147721	11	VWA5A
31765590	31777294	6	VWA7
41566837	41961120	13	VWA8
65578753	65611289	15	VWA9
5948874	6124770	12	VWF
28532493	28623112	10	WAC
110099819	110180004	6	WASF1
27404226	27490158	1	WASF2
74458329	74460891	2	WBP1
14784579	14803540	12	WBP11
32511663	32514634	18	WBP11P1
75845699	75856507	17	WBP2
41061274	41084006	13	WBP4
103356445	103358469	X	WBP5
75027122	75074228	7	WBSCR16
73683025	73705161	7	WBSCR22
51584455	51767707	13	WDFY2
84669610	84966391	4	WDFY3
63121383	63827843	2	WDPCP
10074339	10116949	4	WDR1
120851175	120909524	10	WDR11
202874782	203014798	2	WDR12
39182404	39285810	4	WDR19
102139503	102224847	14	WDR20
224385143	224437033	1	WDR26
169457212	169702048	6	WDR27
117929720	117966542	1	WDR3
127701022	127811187	2	WDR33
111091716	111130502	5	WDR36
1049538	1132297	10	WDR37
42843094	42879568	21	WDR4
28894643	28948222	2	WDR43
82614562	82648553	17	WDR45B
33279108	33289527	6	WDR46
108970214	109042113	1	WDR47
39051998	39096671	3	WDR48
134135365	134159968	9	WDR5
196554177	196568674	3	WDR53
49007062	49015953	3	WDR6
78277835	78299794	15	WDR61
56651343	57036606	18	WDR7
37379212	37753435	5	WDR70
84639281	84654343	15	WDR73
189441433	189475565	2	WDR75
43826963	43868419	15	WDR76
111439890	111449376	1	WDR77
52254421	52288020	3	WDR82
12666800	12675832	19	WDR83
12668071	12671356	19	WDR83OS
151375909	151410727	7	WDR86
63597039	63641861	14	WDR89
649311	667833	16	WDR90
135183839	135211534	7	WDR91
27234516	27308633	1	WDTC1
9573681	9593457	11	WEE1
45469706	45481532	20	WFDC2
82809628	82836108	15	WHAMM
1871424	1982207	4	WHSC1
38269697	38382272	8	WHSC1L1
40219304	40284136	17	WIPF2
5190188	5233826	7	WIPI2
44714844	44728509	20	WISP2
752593	911452	12	WNK1
93184916	93320572	9	WNK2
76186325	76210736	11	WNT11
45920362	45977129	22	WNT7B
7686071	7703502	17	WRAP53
3630767	3652761	1	WRAP73
39380244	39428528	21	WRB
31033801	31173769	8	WRN
2765414	2786952	6	WRNIP1
118032694	118062430	12	WSB2
5772234	6124427	17	WSCD1
108129471	108250537	12	WSCD2
159725585	159756319	6	WTAP
168291651	168472303	5	WWC1
183099293	183320777	4	WWC2
183097017	183099199	4	WWC2-AS2
69762306	69941741	16	WWP2
7619525	7629565	19	XAB2
6755447	6775647	17	XAF1
73820651	73852753	X	XIST
27959462	27968096	1	XKR8
97674909	97697357	9	XPA
14145147	14178783	3	XPC
109864766	109923553	10	XPNPEP1
40857077	40932815	22	XPNPEP3
20777329	20903048	13	XPO4
43522330	43576075	6	XPO5
28097979	28211920	16	XPO6
21919671	22006585	8	XPO7
64404350	64451127	12	XPOT
43543040	43580473	19	XRCC1
103697609	103715504	14	XRCC3
216107464	216206303	2	XRCC5
41621119	41664048	22	XRCC6
21303304	21389827	20	XRN2
74807739	74949200	11	XRRA1
38346760	38421348	3	XYLB
50346092	50363138	17	XYLT2
39566376	39610320	7	YAE1D1
42157104	42238349	12	YAF2
102110461	102233423	11	YAP1
32727490	32755902	12	YARS2
10699089	10723312	12	YBX3
21628089	21630064	22	YDJC
69359703	69390796	12	YEATS4
721588	812546	18	YES1
66284580	66289170	11	YIF1A
38305104	38317273	19	YIF1B
10922185	10928681	19	YIPF2
43511827	43516990	6	YIPF3
32277910	32316594	2	YIPF4
68498323	68537285	X	YIPF6
44200968	44214294	7	YKT6
74763366	74859435	14	YLPM1
27110112	27155266	10	YME1L1
207043849	207052980	1	YOD1
21697544	21735834	22	YPEL1
59331689	59401729	17	YPEL2
57645087	57649944	11	YPEL4
37802944	37808185	1	YRDC
68310387	68350089	4	YTHDC1
63195429	63216234	20	YTHDF1
28736621	28769775	1	YTHDF2
63168553	63212786	8	YTHDF3
1344272	1400378	17	YWHAE
37828305	37884743	17	YWHAEP7
76326794	76359031	7	YWHAG
100238298	100282792	14	YY1
155659443	155689000	1	YY1AP1
76071961	76083666	17	ZACN
75195108	75209348	18	ZADH2
49853842	49890078	22	ZBED4
10812074	10858796	11	ZBED5
160393148	160400097	5	ZBED8
101648889	101677495	3	ZBTB11
5289019	5297053	18	ZBTB14
114059593	114250676	11	ZBTB16
244048939	244057476	1	ZBTB18
114338094	115147271	3	ZBTB20
41986831	42010387	21	ZBTB21
33314406	33317942	6	ZBTB22
109462594	109483237	6	ZBTB24
62748319	62754188	11	ZBTB3
120250752	120258398	X	ZBTB33
126860665	126885878	9	ZBTB34
56998834	57006446	12	ZBTB39
7459366	7484263	17	ZBTB4
104800596	104804712	14	ZBTB42
126805006	126838210	9	ZBTB43
130226677	130314686	11	ZBTB44
58513530	58538911	19	ZBTB45
6580001	6589280	1	ZBTB48
4290251	4321786	4	ZBTB49
37438114	37465399	9	ZBTB5
122908056	122913330	9	ZBTB6
4044364	4066945	19	ZBTB7A
155002630	155018522	1	ZBTB7B
32600172	32650903	1	ZBTB8OS
33453970	33457548	6	ZBTB9
143864436	143938356	6	ZC2HC1B
37474552	37484379	1	ZC3H12A
65366638	65507887	X	ZC3H12B
45954465	46052759	13	ZC3H13
88562909	88627596	14	ZC3H14
186486156	186509363	2	ZC3H15
88570381	88631966	16	ZC3H18
143437655	143541453	8	ZC3H3
11750586	11797267	16	ZC3H7A
41301522	41360147	22	ZC3H7B
139043520	139109719	7	ZC3HAV1
130018286	130051451	7	ZC3HC1
132996985	133026604	5	ZCCHC10
52408282	52553487	1	ZCCHC11
31296982	31364953	1	ZCCHC17
62523007	62587709	18	ZCCHC2
296968	300321	20	ZCCHC3
86287733	86354454	9	ZCCHC6
37120539	37358149	9	ZCCHC7
100400826	100428992	7	ZCWPW1
206274663	206314428	2	ZDBF2
67394419	67416833	16	ZDHHC1
128720869	128724127	9	ZDHHC12
75368427	75523502	X	ZDHHC15
76763588	76853696	12	ZDHHC17
26826710	26857602	1	ZDHHC18
21372573	21459370	13	ZDHHC20
66520637	66546238	11	ZDHHC24
44915257	44976185	3	ZDHHC3
57667747	57701187	11	ZDHHC5
112424428	112446917	10	ZDHHC6
20129456	20148007	22	ZDHHC8
129803288	129843909	X	ZDHHC9
31318495	31529814	10	ZEB1
144384081	144524583	2	ZEB2
128729786	128772414	9	ZER1
37819499	38154624	6	ZFAND3
45615501	45672780	10	ZFAND4
72351425	72365235	9	ZFAND5
80059568	80138393	15	ZFAND6
134477788	134713049	8	ZFAT
76681219	76867285	8	ZFHX4
36334453	36379199	19	ZFP14
56538948	56556810	19	ZFP28
5078248	5096374	17	ZFP3
37613749	37692337	19	ZFP30
39406813	39409412	19	ZFP36
68787660	68796253	14	ZFP36L1
43222402	43226609	2	ZFP36L2
143246821	143262705	8	ZFP41
180847611	180861285	5	ZFP62
52051663	52204308	20	ZFP64
36383120	36418656	19	ZFP82
58579111	58621042	11	ZFP91
65084223	65088400	11	ZFPL1
72969451	73027212	14	ZFYVE1
80408013	80479350	5	ZFYVE16
40807086	40815084	15	ZFYVE19
103715730	103733668	14	ZFYVE21
97737121	97760907	10	ZFYVE27
52142094	52346686	1	ZFYVE9
2830169	2839585	16	ZG16B
63707465	63736142	20	ZGPAT
123248451	123275541	8	ZHX1
41178448	41317672	20	ZHX3
99981772	99986773	13	ZIC2
56774552	56840729	19	ZIM2
28244623	28252224	6	ZKSCAN4
99504651	99534700	7	ZKSCAN5
28141910	28159472	6	ZKSCAN8
29730956	29767011	22	ZMAT5
79069035	79316528	10	ZMIZ1
44748581	44769881	7	ZMIZ2
40258107	40294184	1	ZMPSTE24
35059786	35115859	1	ZMYM1
19958670	20091829	13	ZMYM2
19823482	19863636	13	ZMYM5
34986165	35031968	1	ZMYM6
134465	254637	10	ZMYND11
4740015	4746119	17	ZMYND15
137582079	137590490	9	ZMYND19
133130575	133159465	12	ZNF10
21722766	21767628	19	ZNF100
19668796	19683509	19	ZNF101
42412823	42491123	15	ZNF106
64666083	64711582	7	ZNF107
44326555	44367217	19	ZNF112
6688433	6706923	7	ZNF12
43065176	43192021	5	ZNF131
18288283	18316996	20	ZNF133
57614233	57624723	19	ZNF134
58059239	58086310	19	ZNF135
12163064	12189881	19	ZNF136
64794388	64833681	7	ZNF138
19710471	19733097	19	ZNF14
133079838	133107544	12	ZNF140
218637916	218659655	2	ZNF142
36214602	36238774	19	ZNF146
125225561	125375354	3	ZNF148
57697367	57709194	19	ZNF154
43967862	43998325	19	ZNF155
144930358	144950888	8	ZNF16
53066606	53103436	19	ZNF160
28080975	28089563	6	ZNF165
57411163	57421939	19	ZNF17
3401235	3409370	16	ZNF174
9363020	9382617	19	ZNF177
11977439	11997510	17	ZNF18
44474428	44500524	19	ZNF180
34734155	34745378	19	ZNF181
27450743	27473118	6	ZNF184
101398873	101410660	9	ZNF189
3339261	3379222	11	ZNF195
44584888	44648471	3	ZNF197
95165432	95184317	2	ZNF2
12092843	12140407	19	ZNF20
123724177	123741675	11	ZNF202
32350117	32381886	17	ZNF207
21932958	22010949	19	ZNF208
57630395	57642779	19	ZNF211
149239651	149255609	7	ZNF212
21090046	21104722	14	ZNF219
44025342	44033112	19	ZNF222
44051367	44067991	19	ZNF223
44094339	44109886	19	ZNF224
44112181	44134816	19	ZNF225
44165073	44178381	19	ZNF226
44207547	44237268	19	ZNF227
44417519	44448578	19	ZNF229
44002948	44013926	19	ZNF230
5105541	5123116	17	ZNF232
44259880	44275317	19	ZNF233
44141557	44160309	19	ZNF234
44228729	44305046	19	ZNF235
76822607	76970727	18	ZNF236
43556344	43574618	10	ZNF239
35332212	35345482	18	ZNF24
37776526	37858106	10	ZNF248
37949572	37976633	10	ZNF25
144876497	144902168	8	ZNF250
144720907	144756417	8	ZNF251
144973589	145002895	8	ZNF252P
19865886	19894674	19	ZNF253
24033405	24129961	19	ZNF254
57940833	57947675	19	ZNF256
132986365	133032952	12	ZNF26
36510695	36528660	19	ZNF260
3263800	3301401	16	ZNF263
57191500	57222846	19	ZNF264
133181409	133214831	12	ZNF268
35290282	35310766	18	ZNF271P
64870172	64930966	7	ZNF273
153334155	153360110	X	ZNF275
52797409	52857600	19	ZNF28
22484421	22509154	22	ZNF280B
56630181	56918571	15	ZNF280D
149195485	149226248	7	ZNF282
43827292	43852017	19	ZNF283
44072144	44089613	19	ZNF284
44382298	44401608	19	ZNF285
16551387	16569206	17	ZNF287
87152833	87264196	6	ZNF292
100064033	100082548	7	ZNF3
34926903	34945170	19	ZNF30
34677639	34686397	19	ZNF302
57351307	57359898	19	ZNF304
9140380	9163424	19	ZNF317
43307134	43369478	6	ZNF318
43643859	43648856	10	ZNF32
52863790	52897693	19	ZNF320
26634383	26659752	6	ZNF322
58467045	58475436	19	ZNF324
58451604	58457833	19	ZNF324B
58126252	58155110	19	ZNF329
141220887	141234697	4	ZNF330
46499630	46513559	20	ZNF334
45948653	45972172	20	ZNF335
25674215	25696841	20	ZNF337
38010650	38065088	10	ZNF33A
144773114	144787345	8	ZNF34
2481817	2524702	20	ZNF343
53124072	53159075	19	ZNF347
44648727	44660791	3	ZNF35
51964343	51986856	19	ZNF350
178711592	178730702	5	ZNF354A
178859953	178888122	5	ZNF354B
179060415	179083537	5	ZNF354C
7515292	7521026	19	ZNF358
62374192	62672011	10	ZNF365
72442652	72507727	5	ZNF366
38094336	38125544	10	ZNF37A
6666477	6689572	12	ZNF384
179441982	179861505	2	ZNF385B
27374615	27403904	6	ZNF391
99486519	99500324	7	ZNF394
28345585	28402701	8	ZNF395
35366697	35377337	18	ZNF396
35241030	35267133	18	ZNF397
149126416	149182802	7	ZNF398
74597870	75065671	18	ZNF407
46700818	46705912	11	ZNF408
73886617	73932511	14	ZNF410
8509678	8514164	19	ZNF414
53107879	53133077	19	ZNF415
57571566	57578927	19	ZNF416
57900296	57916610	19	ZNF417
57921884	57935393	19	ZNF418
57487711	57496097	19	ZNF419
37007857	37130314	19	ZNF420
49487524	49857919	16	ZNF423
9523224	9538627	19	ZNF426
43607219	43619874	19	ZNF428
21804949	21852125	19	ZNF43
21020620	21060050	19	ZNF430
21142024	21196053	19	ZNF431
52031379	52095738	19	ZNF432
12014732	12035741	19	ZNF433
12224686	12294887	19	ZNF44
11814284	11835201	19	ZNF440
11767000	11784078	19	ZNF441
12345949	12365905	19	ZNF442
12429707	12441112	19	ZNF443
56132599	56160893	19	ZNF444
44431720	44477670	3	ZNF445
58474017	58481230	19	ZNF446
43912629	43935278	19	ZNF45
36637192	36666853	19	ZNF461
52838008	52857649	19	ZNF468
56567511	56588911	19	ZNF470
56507843	56530221	19	ZNF471
50025714	50053414	19	ZNF473
52297177	52325922	19	ZNF480
43606407	43617903	10	ZNF485
12577961	12640098	19	ZNF490
22634324	22667670	19	ZNF492
21397119	21427573	19	ZNF493
58354357	58362848	19	ZNF497
4748239	4767624	16	ZNF500
75397830	75401906	10	ZNF503
75401519	75408982	10	ZNF503-AS2
19785839	19821751	19	ZNF506
32345594	32387667	19	ZNF507
96755865	96778129	9	ZNF510
133308475	133313162	10	ZNF511
27582969	27623215	2	ZNF512
63956702	64048758	20	ZNF512B
27377231	27380790	2	ZNF513
144798876	144811169	8	ZNF517
55600022	55603138	19	ZNF524
42220271	42228201	19	ZNF526
37371061	37393066	19	ZNF527
36534774	36605276	19	ZNF529
57599885	57612722	19	ZNF530
37551406	37614097	19	ZNF540
47520685	47555856	19	ZNF541
56368099	56379828	19	ZNF542P
57320509	57330776	19	ZNF543
58228594	58277495	19	ZNF544
57363477	57379565	19	ZNF547
57389850	57402992	19	ZNF548
57527325	57557542	19	ZNF549
57535257	57559863	19	ZNF550
